7188,1,1.0,1407470400

430,1,1.0,1376539200

3134,1,1.0,1369713600

3026,1,1.0,1350014400

3010,1,1.0,1347854400

804,1,1.0,1337572800

160,1,1.0,1394683200

95,1,0.9,1384578000

377,1,0.7,1414728000

888,1,0.7,1365652800

89,1,0.7,1351742400

1901,1,0.6,1411790400

161,1,0.6,1413345600

256,1,0.6,1342584000

351,1,0.5,1416373200

3329,1,0.5,1389934800

3341,1,0.5,1388984400

649,1,0.5,1384491600

1583,1,0.5,1380945600

87,1,0.5,1381809600

37,1,0.5,1374033600

309,1,0.5,1378353600

821,1,0.5,1368676800

1496,1,0.5,1394168400

637,1,0.5,1364961600

964,1,0.5,1350100800

594,1,0.5,1370836800

2249,1,0.5,1360386000

554,1,0.5,1346126400

20,1,0.5,1343275200

2227,1,0.5,1353301200

1315,1,0.5,1334635200

519,1,0.5,1344571200

1316,1,0.5,1332216000

2149,1,0.5,1326949200

1724,1,0.5,1322802000

18,1,0.5,1315022400

57,1,0.5,1314158400

118,1,0.4,1414123200

3254,1,0.4,1373342400

1177,1,0.4,1371009600

112,1,0.4,1355634000

11,1,0.4,1374984000

586,1,0.4,1314763200

35,1,0.4,1330578000

15,1,0.4,1319860800

1445,1,0.4,1309752000

152,1,0.4,1354078800

2,1,0.4,1411963200

113,1,0.4,1311307200

44,1,0.3,1415854800

2401,1,0.3,1390626000

10,1,0.3,1375243200

2378,1,0.3,1378612800

126,1,0.3,1374206400

3245,1,0.3,1369972800

783,1,0.3,1368676800

493,1,0.3,1362114000

1358,1,0.3,1372737600

1180,1,0.3,1378267200

529,1,0.3,1361595600

333,1,0.3,1357275600

1538,1,0.3,1358744400

2282,1,0.3,1353819600

1519,1,0.3,1363924800

2966,1,0.3,1342238400

474,1,0.3,1346817600

330,1,0.3,1381377600

958,1,0.3,1363579200

17,1,0.3,1330837200

1295,1,0.3,1329541200

38,1,0.3,1354165200

1952,1,0.3,1305518400

223,1,0.3,1304395200

625,1,0.2,1293426000

1392,1,0.2,1418101200

3355,1,0.2,1414990800

1881,1,0.2,1404964800

58,1,0.2,1412654400

96,1,0.2,1410148800

1580,1,0.2,1392526800

196,1,0.2,1391576400

146,1,0.2,1390885200

416,1,0.2,1391835600

1198,1,0.2,1390453200

3319,1,0.2,1387256400

1867,1,0.2,1396411200

896,1,0.2,1384059600

617,1,0.2,1383886800

3300,1,0.2,1380254400

1877,1,0.2,1378353600

462,1,0.2,1378353600

3279,1,0.2,1375675200

454,1,0.2,1387256400

1860,1,0.2,1371182400

121,1,0.2,1370318400

151,1,0.2,1376366400

1570,1,0.2,1373688000

1573,1,0.2,1408939200

1063,1,0.2,1365912000

1353,1,0.2,1402200000

459,1,0.2,1372910400

2334,1,0.2,1363924800

1267,1,0.2,1363320000

1060,1,0.2,1362114000

1061,1,0.2,1361595600

7431,1,0.2,1362459600

1355,1,0.2,1376884800

71,1,0.2,1355029200

3070,1,0.2,1353992400

2113,1,0.2,1352696400

3001,1,0.2,1352610000

396,1,0.2,1352437200

2260,1,0.2,1350446400

142,1,0.2,1365566400

2238,1,0.2,1344139200

123,1,0.2,1343880000

2942,1,0.2,1347940800

1509,1,0.2,1339992000

7410,1,0.2,1337659200

1760,1,0.2,1335412800

2876,1,0.2,1333080000

259,1,0.2,1397448000

1493,1,0.2,1332820800

2845,1,0.2,1329368400

370,1,0.2,1329109200

2844,1,0.2,1328936400

2167,1,0.2,1327381200

156,1,0.2,1325739600

2808,1,0.2,1323925200

255,1,0.2,1323147600

736,1,0.2,1324357200

7603,1,0.2,1320901200

346,1,0.2,1333857600

